4:14:01 PM | info | Position closed: NVDA | P&L: $-426.39 | Daily P&L: $-426.39 | Bal: $9573.61
4:14:05 PM | info | Position closed: NVDA | P&L: $89.46 | Daily P&L: $281.40 | Bal: $8469.28
4:14:05 PM | info | Position closed: NVDA | P&L: $110.49 | Daily P&L: $391.89 | Bal: $8579.77
4:14:05 PM | info | Position closed: NVDA | P&L: $101.94 | Daily P&L: $493.83 | Bal: $8681.70
4:14:05 PM | info | Position closed: NVDA | P&L: $-109.62 | Daily P&L: $384.21 | Bal: $8572.08
4:14:05 PM | info | Position closed: NVDA | P&L: $92.88 | Daily P&L: $477.09 | Bal: $8664.96
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.72 | Daily P&L: $385.37 | Bal: $8573.25
4:14:05 PM | info | Position closed: NVDA | P&L: $88.57 | Daily P&L: $473.94 | Bal: $8661.82
4:14:05 PM | info | Position closed: NVDA | P&L: $-139.61 | Daily P&L: $334.34 | Bal: $8522.21
4:14:05 PM | info | Position closed: NVDA | P&L: $88.98 | Daily P&L: $423.32 | Bal: $8611.19
4:14:05 PM | info | Position closed: NVDA | P&L: $-105.19 | Daily P&L: $-105.19 | Bal: $8506.00
4:14:05 PM | info | Position closed: NVDA | P&L: $-105.75 | Daily P&L: $-210.95 | Bal: $8400.25
4:14:05 PM | info | Position closed: NVDA | P&L: $113.00 | Daily P&L: $-97.94 | Bal: $8513.25
4:14:05 PM | info | Position closed: NVDA | P&L: $-87.72 | Daily P&L: $-185.66 | Bal: $8425.53
4:14:05 PM | info | Position closed: NVDA | P&L: $87.63 | Daily P&L: $-98.03 | Bal: $8513.16
4:14:05 PM | info | Position closed: NVDA | P&L: $87.53 | Daily P&L: $-10.50 | Bal: $8600.70
4:14:05 PM | info | Position closed: NVDA | P&L: $94.09 | Daily P&L: $83.60 | Bal: $8694.79
4:14:05 PM | info | Position closed: NVDA | P&L: $102.14 | Daily P&L: $185.74 | Bal: $8796.93
4:14:05 PM | info | Position closed: NVDA | P&L: $142.80 | Daily P&L: $142.80 | Bal: $8939.73
4:14:05 PM | info | Position closed: NVDA | P&L: $135.72 | Daily P&L: $278.52 | Bal: $9075.45
4:14:05 PM | info | Position closed: NVDA | P&L: $113.52 | Daily P&L: $392.04 | Bal: $9188.97
4:14:05 PM | info | Position closed: NVDA | P&L: $109.91 | Daily P&L: $501.95 | Bal: $9298.88
4:14:05 PM | info | Position closed: NVDA | P&L: $-97.92 | Daily P&L: $404.03 | Bal: $9200.96
4:14:05 PM | info | Position closed: NVDA | P&L: $104.18 | Daily P&L: $508.21 | Bal: $9305.14
4:14:05 PM | info | Position closed: NVDA | P&L: $105.10 | Daily P&L: $613.32 | Bal: $9410.25
4:14:05 PM | info | Position closed: NVDA | P&L: $-104.91 | Daily P&L: $508.40 | Bal: $9305.33
4:14:05 PM | info | Position closed: NVDA | P&L: $-113.30 | Daily P&L: $395.11 | Bal: $9192.04
4:14:05 PM | info | Position closed: NVDA | P&L: $108.40 | Daily P&L: $108.40 | Bal: $9300.44
4:14:05 PM | info | Position closed: NVDA | P&L: $-123.35 | Daily P&L: $-14.95 | Bal: $9177.09
4:14:05 PM | info | Position closed: NVDA | P&L: $130.08 | Daily P&L: $115.13 | Bal: $9307.17
4:14:05 PM | info | Position closed: NVDA | P&L: $-95.09 | Daily P&L: $20.03 | Bal: $9212.07
4:14:05 PM | info | Position closed: NVDA | P&L: $-107.60 | Daily P&L: $-87.57 | Bal: $9104.47
4:14:05 PM | info | Position closed: NVDA | P&L: $94.13 | Daily P&L: $6.56 | Bal: $9198.60
4:14:05 PM | info | Position closed: NVDA | P&L: $99.67 | Daily P&L: $106.23 | Bal: $9298.27
4:14:05 PM | info | Position closed: NVDA | P&L: $-115.17 | Daily P&L: $-8.94 | Bal: $9183.10
4:14:05 PM | info | Position closed: NVDA | P&L: $39.49 | Daily P&L: $30.55 | Bal: $9222.59
4:14:05 PM | info | Position closed: NVDA | P&L: $-101.08 | Daily P&L: $-101.08 | Bal: $9121.51
4:14:05 PM | info | Position closed: NVDA | P&L: $-138.86 | Daily P&L: $-239.94 | Bal: $8982.65
4:14:05 PM | info | Position closed: NVDA | P&L: $118.68 | Daily P&L: $-121.26 | Bal: $9101.33
4:14:05 PM | info | Position closed: NVDA | P&L: $52.49 | Daily P&L: $-68.77 | Bal: $9153.81
4:14:05 PM | info | Position closed: NVDA | P&L: $68.38 | Daily P&L: $-0.39 | Bal: $9222.19
4:14:05 PM | info | Position closed: NVDA | P&L: $45.14 | Daily P&L: $44.75 | Bal: $9267.33
4:14:05 PM | info | Position closed: NVDA | P&L: $-95.49 | Daily P&L: $-95.49 | Bal: $9171.84
4:14:05 PM | info | Position closed: NVDA | P&L: $92.09 | Daily P&L: $-3.41 | Bal: $9263.93
4:14:05 PM | info | Position closed: NVDA | P&L: $73.03 | Daily P&L: $69.63 | Bal: $9336.96
4:14:05 PM | info | Position closed: NVDA | P&L: $-43.93 | Daily P&L: $25.70 | Bal: $9293.03
4:14:05 PM | info | Position closed: NVDA | P&L: $101.20 | Daily P&L: $126.89 | Bal: $9394.23
4:14:05 PM | info | Position closed: NVDA | P&L: $-105.97 | Daily P&L: $-105.97 | Bal: $9288.26
4:14:05 PM | info | Position closed: NVDA | P&L: $-117.45 | Daily P&L: $-223.42 | Bal: $9170.81
4:14:05 PM | info | Position closed: NVDA | P&L: $96.12 | Daily P&L: $-127.30 | Bal: $9266.93
4:14:05 PM | info | Position closed: NVDA | P&L: $101.41 | Daily P&L: $-25.89 | Bal: $9368.34
4:14:05 PM | info | Position closed: NVDA | P&L: $-105.77 | Daily P&L: $-131.66 | Bal: $9262.57
4:14:05 PM | info | Position closed: NVDA | P&L: $-103.56 | Daily P&L: $-235.23 | Bal: $9159.00
4:14:05 PM | info | Position closed: NVDA | P&L: $-102.79 | Daily P&L: $-338.02 | Bal: $9056.21
4:14:05 PM | info | Position closed: NVDA | P&L: $99.85 | Daily P&L: $99.85 | Bal: $9156.05
4:14:05 PM | info | Position closed: NVDA | P&L: $-121.70 | Daily P&L: $-21.86 | Bal: $9034.35
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.46 | Daily P&L: $-114.32 | Bal: $8941.89
4:14:05 PM | info | Position closed: NVDA | P&L: $65.32 | Daily P&L: $-48.99 | Bal: $9007.21
4:14:05 PM | info | Position closed: NVDA | P&L: $93.42 | Daily P&L: $44.43 | Bal: $9100.63
4:14:05 PM | info | Position closed: NVDA | P&L: $91.85 | Daily P&L: $136.28 | Bal: $9192.49
4:14:05 PM | info | Position closed: NVDA | P&L: $-167.14 | Daily P&L: $-30.86 | Bal: $9025.35
4:14:05 PM | info | Position closed: NVDA | P&L: $92.11 | Daily P&L: $92.11 | Bal: $9117.46
4:14:05 PM | info | Position closed: NVDA | P&L: $-94.63 | Daily P&L: $-2.52 | Bal: $9022.83
4:14:05 PM | info | Position closed: NVDA | P&L: $90.23 | Daily P&L: $87.71 | Bal: $9113.06
4:14:05 PM | info | Position closed: NVDA | P&L: $112.56 | Daily P&L: $200.27 | Bal: $9225.62
4:14:05 PM | info | Position closed: NVDA | P&L: $92.82 | Daily P&L: $293.09 | Bal: $9318.44
4:14:05 PM | info | Position closed: NVDA | P&L: $96.25 | Daily P&L: $389.34 | Bal: $9414.69
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.01 | Daily P&L: $293.34 | Bal: $9318.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-100.06 | Daily P&L: $193.27 | Bal: $9218.62
4:14:05 PM | info | Position closed: NVDA | P&L: $-106.65 | Daily P&L: $86.62 | Bal: $9111.97
4:14:05 PM | info | Position closed: NVDA | P&L: $-131.14 | Daily P&L: $-44.52 | Bal: $8980.83
4:14:05 PM | info | Position closed: NVDA | P&L: $96.94 | Daily P&L: $52.42 | Bal: $9077.77
4:14:05 PM | info | Position closed: NVDA | P&L: $116.60 | Daily P&L: $169.02 | Bal: $9194.37
4:14:05 PM | info | Position closed: NVDA | P&L: $-441.16 | Daily P&L: $-272.14 | Bal: $8753.21
4:14:05 PM | info | Position closed: NVDA | P&L: $30.44 | Daily P&L: $30.44 | Bal: $8783.65
4:14:05 PM | info | Position closed: NVDA | P&L: $-93.66 | Daily P&L: $-63.22 | Bal: $8689.99
4:14:05 PM | info | Position closed: NVDA | P&L: $-107.50 | Daily P&L: $-170.72 | Bal: $8582.49
4:14:05 PM | info | Position closed: NVDA | P&L: $102.11 | Daily P&L: $-68.61 | Bal: $8684.60
4:14:05 PM | info | Position closed: NVDA | P&L: $90.88 | Daily P&L: $22.27 | Bal: $8775.48
4:14:05 PM | info | Position closed: NVDA | P&L: $39.03 | Daily P&L: $61.31 | Bal: $8814.52
4:14:05 PM | info | Position closed: NVDA | P&L: $93.46 | Daily P&L: $93.46 | Bal: $8907.98
4:14:05 PM | info | Position closed: NVDA | P&L: $27.95 | Daily P&L: $121.41 | Bal: $8935.93
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.23 | Daily P&L: $30.17 | Bal: $8844.69
4:14:05 PM | info | Position closed: NVDA | P&L: $94.35 | Daily P&L: $124.52 | Bal: $8939.04
4:14:05 PM | info | Position closed: NVDA | P&L: $100.20 | Daily P&L: $224.73 | Bal: $9039.24
4:14:05 PM | info | Position closed: NVDA | P&L: $-102.73 | Daily P&L: $122.00 | Bal: $8936.52
4:14:05 PM | info | Position closed: NVDA | P&L: $135.12 | Daily P&L: $135.12 | Bal: $9071.64
4:14:05 PM | info | Position closed: NVDA | P&L: $101.40 | Daily P&L: $236.52 | Bal: $9173.04
4:14:05 PM | info | Position closed: NVDA | P&L: $107.01 | Daily P&L: $343.53 | Bal: $9280.05
4:14:05 PM | info | Position closed: NVDA | P&L: $-94.07 | Daily P&L: $249.46 | Bal: $9185.98
4:14:05 PM | info | Position closed: NVDA | P&L: $10.36 | Daily P&L: $259.82 | Bal: $9196.34
4:14:05 PM | info | Position closed: NVDA | P&L: $-94.48 | Daily P&L: $165.34 | Bal: $9101.86
4:14:05 PM | info | Position closed: NVDA | P&L: $-135.45 | Daily P&L: $29.89 | Bal: $8966.41
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.14 | Daily P&L: $-66.25 | Bal: $8870.27
4:14:05 PM | info | Position closed: NVDA | P&L: $-115.79 | Daily P&L: $-115.79 | Bal: $8754.48
4:14:05 PM | info | Position closed: NVDA | P&L: $-116.90 | Daily P&L: $-232.68 | Bal: $8637.58
4:14:05 PM | info | Position closed: NVDA | P&L: $130.52 | Daily P&L: $-102.17 | Bal: $8768.10
4:14:05 PM | info | Position closed: NVDA | P&L: $-121.52 | Daily P&L: $-223.69 | Bal: $8646.58
4:14:05 PM | info | Position closed: NVDA | P&L: $-102.90 | Daily P&L: $-326.59 | Bal: $8543.68
4:14:05 PM | info | Position closed: NVDA | P&L: $112.55 | Daily P&L: $-214.03 | Bal: $8656.23
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.79 | Daily P&L: $-303.82 | Bal: $8566.44
4:14:05 PM | info | Position closed: NVDA | P&L: $86.29 | Daily P&L: $-217.54 | Bal: $8652.73
4:14:05 PM | info | Position closed: NVDA | P&L: $-121.25 | Daily P&L: $-338.79 | Bal: $8531.48
4:14:05 PM | info | Position closed: NVDA | P&L: $113.28 | Daily P&L: $-225.51 | Bal: $8644.76
4:14:05 PM | info | Position closed: NVDA | P&L: $90.65 | Daily P&L: $-134.86 | Bal: $8735.41
4:14:05 PM | info | Position closed: NVDA | P&L: $-87.71 | Daily P&L: $-222.57 | Bal: $8647.70
4:14:05 PM | info | Position closed: NVDA | P&L: $-95.55 | Daily P&L: $-318.12 | Bal: $8552.15
4:14:05 PM | info | Position closed: NVDA | P&L: $342.63 | Daily P&L: $24.51 | Bal: $8894.78
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.36 | Daily P&L: $-92.36 | Bal: $8802.43
4:14:05 PM | info | Position closed: NVDA | P&L: $93.10 | Daily P&L: $0.74 | Bal: $8895.53
4:14:05 PM | info | Position closed: NVDA | P&L: $-122.83 | Daily P&L: $-122.09 | Bal: $8772.70
4:14:05 PM | info | Position closed: NVDA | P&L: $-18.25 | Daily P&L: $-140.34 | Bal: $8754.44
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.55 | Daily P&L: $-231.89 | Bal: $8662.90
4:14:05 PM | info | Position closed: NVDA | P&L: $104.84 | Daily P&L: $-127.05 | Bal: $8767.73
4:14:05 PM | info | Position closed: NVDA | P&L: $99.65 | Daily P&L: $-27.40 | Bal: $8867.39
4:14:05 PM | info | Position closed: NVDA | P&L: $-147.58 | Daily P&L: $-174.98 | Bal: $8719.80
4:14:05 PM | info | Position closed: NVDA | P&L: $-114.00 | Daily P&L: $-114.00 | Bal: $8605.80
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.44 | Daily P&L: $-204.44 | Bal: $8515.36
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.12 | Daily P&L: $-300.56 | Bal: $8419.24
4:14:05 PM | info | Position closed: NVDA | P&L: $-98.28 | Daily P&L: $-398.84 | Bal: $8320.96
4:14:05 PM | info | Position closed: NVDA | P&L: $97.44 | Daily P&L: $-301.40 | Bal: $8418.40
4:14:05 PM | info | Position closed: NVDA | P&L: $91.64 | Daily P&L: $-209.76 | Bal: $8510.04
4:14:05 PM | info | Position closed: NVDA | P&L: $-94.00 | Daily P&L: $-303.76 | Bal: $8416.04
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.70 | Daily P&L: $-400.46 | Bal: $8319.35
4:14:05 PM | info | Position closed: NVDA | P&L: $-98.18 | Daily P&L: $-498.63 | Bal: $8221.17
4:14:05 PM | info | Position closed: NVDA | P&L: $-123.12 | Daily P&L: $-621.75 | Bal: $8098.05
4:14:05 PM | info | Position closed: NVDA | P&L: $-86.25 | Daily P&L: $-86.25 | Bal: $8011.80
4:14:05 PM | info | Position closed: NVDA | P&L: $90.07 | Daily P&L: $3.82 | Bal: $8101.87
4:14:05 PM | info | Position closed: NVDA | P&L: $-88.13 | Daily P&L: $-84.30 | Bal: $8013.75
4:14:05 PM | info | Position closed: NVDA | P&L: $-114.71 | Daily P&L: $-199.01 | Bal: $7899.04
4:14:05 PM | info | Position closed: NVDA | P&L: $83.63 | Daily P&L: $-115.38 | Bal: $7982.67
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.75 | Daily P&L: $-208.13 | Bal: $7889.92
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.67 | Daily P&L: $-297.79 | Bal: $7800.26
4:14:05 PM | info | Position closed: NVDA | P&L: $169.56 | Daily P&L: $-128.23 | Bal: $7969.82
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.85 | Daily P&L: $-219.08 | Bal: $7878.97
4:14:05 PM | info | Position closed: NVDA | P&L: $-112.11 | Daily P&L: $-331.19 | Bal: $7766.86
4:14:05 PM | info | Position closed: NVDA | P&L: $108.15 | Daily P&L: $-223.04 | Bal: $7875.01
4:14:05 PM | info | Position closed: NVDA | P&L: $94.20 | Daily P&L: $-128.83 | Bal: $7969.22
4:14:05 PM | info | Position closed: NVDA | P&L: $81.62 | Daily P&L: $-47.21 | Bal: $8050.84
4:14:05 PM | info | Position closed: NVDA | P&L: $-83.16 | Daily P&L: $-130.37 | Bal: $7967.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-88.48 | Daily P&L: $-88.48 | Bal: $7879.20
4:14:05 PM | info | Position closed: NVDA | P&L: $-85.84 | Daily P&L: $-174.32 | Bal: $7793.36
4:14:05 PM | info | Position closed: NVDA | P&L: $-14.10 | Daily P&L: $-188.43 | Bal: $7779.25
4:14:05 PM | info | Position closed: NVDA | P&L: $-98.41 | Daily P&L: $-286.84 | Bal: $7680.84
4:14:05 PM | info | Position closed: NVDA | P&L: $84.09 | Daily P&L: $-202.75 | Bal: $7764.94
4:14:05 PM | info | Position closed: NVDA | P&L: $-103.68 | Daily P&L: $-306.43 | Bal: $7661.26
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.53 | Daily P&L: $-396.95 | Bal: $7570.73
4:14:05 PM | info | Position closed: NVDA | P&L: $-83.99 | Daily P&L: $-83.99 | Bal: $7486.74
4:14:05 PM | info | Position closed: NVDA | P&L: $-207.84 | Daily P&L: $-291.83 | Bal: $7278.90
4:14:05 PM | info | Position closed: NVDA | P&L: $73.13 | Daily P&L: $-218.70 | Bal: $7352.03
4:14:05 PM | info | Position closed: NVDA | P&L: $-80.73 | Daily P&L: $-299.43 | Bal: $7271.30
4:14:05 PM | info | Position closed: NVDA | P&L: $73.13 | Daily P&L: $-226.30 | Bal: $7344.43
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.64 | Daily P&L: $-316.94 | Bal: $7253.79
4:14:05 PM | info | Position closed: NVDA | P&L: $117.65 | Daily P&L: $-199.29 | Bal: $7371.44
4:14:05 PM | info | Position closed: NVDA | P&L: $-74.45 | Daily P&L: $-273.74 | Bal: $7296.99
4:14:05 PM | info | Position closed: NVDA | P&L: $73.99 | Daily P&L: $-199.75 | Bal: $7370.98
4:14:05 PM | info | Position closed: NVDA | P&L: $81.76 | Daily P&L: $-117.99 | Bal: $7452.75
4:14:05 PM | info | Position closed: NVDA | P&L: $-83.35 | Daily P&L: $-201.33 | Bal: $7369.40
4:14:05 PM | info | Position closed: NVDA | P&L: $-76.61 | Daily P&L: $-76.61 | Bal: $7292.79
4:14:05 PM | info | Position closed: NVDA | P&L: $138.02 | Daily P&L: $61.41 | Bal: $7430.81
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.48 | Daily P&L: $-29.07 | Bal: $7340.33
4:14:05 PM | info | Position closed: NVDA | P&L: $-73.80 | Daily P&L: $-102.87 | Bal: $7266.53
4:14:05 PM | info | Position closed: NVDA | P&L: $107.79 | Daily P&L: $4.92 | Bal: $7374.32
4:14:05 PM | info | Position closed: NVDA | P&L: $76.59 | Daily P&L: $81.51 | Bal: $7450.91
4:14:05 PM | info | Position closed: NVDA | P&L: $-80.50 | Daily P&L: $1.01 | Bal: $7370.41
4:14:05 PM | info | Position closed: NVDA | P&L: $-75.17 | Daily P&L: $-74.16 | Bal: $7295.24
4:14:05 PM | info | Position closed: NVDA | P&L: $-79.70 | Daily P&L: $-153.86 | Bal: $7215.54
4:14:05 PM | info | Position closed: NVDA | P&L: $-74.39 | Daily P&L: $-228.25 | Bal: $7141.15
4:14:05 PM | info | Position closed: NVDA | P&L: $87.12 | Daily P&L: $-141.13 | Bal: $7228.27
4:14:05 PM | info | Position closed: NVDA | P&L: $87.66 | Daily P&L: $87.66 | Bal: $7315.94
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.00 | Daily P&L: $-1.33 | Bal: $7226.94
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.25 | Daily P&L: $-91.58 | Bal: $7136.69
4:14:05 PM | info | Position closed: NVDA | P&L: $75.87 | Daily P&L: $-15.71 | Bal: $7212.56
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.05 | Daily P&L: $-111.76 | Bal: $7116.51
4:14:05 PM | info | Position closed: NVDA | P&L: $80.36 | Daily P&L: $-31.40 | Bal: $7196.87
4:14:05 PM | info | Position closed: NVDA | P&L: $-105.14 | Daily P&L: $-136.54 | Bal: $7091.73
4:14:05 PM | info | Position closed: NVDA | P&L: $76.44 | Daily P&L: $-60.10 | Bal: $7168.17
4:14:05 PM | info | Position closed: NVDA | P&L: $-98.98 | Daily P&L: $-159.08 | Bal: $7069.19
4:14:05 PM | info | Position closed: NVDA | P&L: $78.75 | Daily P&L: $-80.33 | Bal: $7147.95
4:14:05 PM | info | Position closed: NVDA | P&L: $-103.76 | Daily P&L: $-184.09 | Bal: $7044.19
4:14:05 PM | info | Position closed: NVDA | P&L: $70.56 | Daily P&L: $-113.53 | Bal: $7114.75
4:14:05 PM | info | Position closed: NVDA | P&L: $87.34 | Daily P&L: $-26.19 | Bal: $7202.09
4:14:05 PM | info | Position closed: NVDA | P&L: $74.00 | Daily P&L: $47.81 | Bal: $7276.09
4:14:05 PM | info | Position closed: NVDA | P&L: $-87.56 | Daily P&L: $-87.56 | Bal: $7188.53
4:14:05 PM | info | Position closed: NVDA | P&L: $76.46 | Daily P&L: $-11.10 | Bal: $7264.99
4:14:05 PM | info | Position closed: NVDA | P&L: $73.58 | Daily P&L: $62.48 | Bal: $7338.56
4:14:05 PM | info | Position closed: NVDA | P&L: $-74.39 | Daily P&L: $-11.91 | Bal: $7264.17
4:14:05 PM | info | Position closed: NVDA | P&L: $-73.63 | Daily P&L: $-85.54 | Bal: $7190.54
4:14:05 PM | info | Position closed: NVDA | P&L: $28.50 | Daily P&L: $-57.05 | Bal: $7219.04
4:14:05 PM | info | Position closed: NVDA | P&L: $1.97 | Daily P&L: $-55.08 | Bal: $7221.01
4:14:05 PM | info | Position closed: NVDA | P&L: $-87.09 | Daily P&L: $-87.09 | Bal: $7133.92
4:14:05 PM | info | Position closed: NVDA | P&L: $76.73 | Daily P&L: $-10.37 | Bal: $7210.64
4:14:05 PM | info | Position closed: NVDA | P&L: $91.14 | Daily P&L: $80.77 | Bal: $7301.78
4:14:05 PM | info | Position closed: NVDA | P&L: $-75.32 | Daily P&L: $5.45 | Bal: $7226.46
4:14:05 PM | info | Position closed: NVDA | P&L: $-77.02 | Daily P&L: $-71.57 | Bal: $7149.44
4:14:05 PM | info | Position closed: NVDA | P&L: $98.96 | Daily P&L: $27.39 | Bal: $7248.40
4:14:05 PM | info | Position closed: NVDA | P&L: $73.61 | Daily P&L: $73.61 | Bal: $7322.01
4:14:05 PM | info | Position closed: NVDA | P&L: $-87.44 | Daily P&L: $-13.82 | Bal: $7234.58
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.10 | Daily P&L: $-102.92 | Bal: $7145.48
4:14:05 PM | info | Position closed: NVDA | P&L: $73.81 | Daily P&L: $-29.11 | Bal: $7219.29
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.12 | Daily P&L: $-118.23 | Bal: $7130.17
4:14:05 PM | info | Position closed: NVDA | P&L: $75.06 | Daily P&L: $-43.18 | Bal: $7205.23
4:14:05 PM | info | Position closed: NVDA | P&L: $-82.74 | Daily P&L: $-125.92 | Bal: $7122.49
4:14:05 PM | info | Position closed: NVDA | P&L: $78.49 | Daily P&L: $-47.42 | Bal: $7200.98
4:14:05 PM | info | Position closed: NVDA | P&L: $20.58 | Daily P&L: $-26.84 | Bal: $7221.56
4:14:05 PM | info | Position closed: NVDA | P&L: $72.63 | Daily P&L: $72.63 | Bal: $7294.19
4:14:05 PM | info | Position closed: NVDA | P&L: $-86.43 | Daily P&L: $-13.79 | Bal: $7207.76
4:14:05 PM | info | Position closed: NVDA | P&L: $-101.49 | Daily P&L: $-115.29 | Bal: $7106.27
4:14:05 PM | info | Position closed: NVDA | P&L: $-80.71 | Daily P&L: $-196.00 | Bal: $7025.56
4:14:05 PM | info | Position closed: NVDA | P&L: $101.93 | Daily P&L: $-94.07 | Bal: $7127.49
4:14:05 PM | info | Position closed: NVDA | P&L: $-109.69 | Daily P&L: $-203.76 | Bal: $7017.80
4:14:05 PM | info | Position closed: NVDA | P&L: $82.27 | Daily P&L: $-121.49 | Bal: $7100.07
4:14:05 PM | info | Position closed: NVDA | P&L: $85.74 | Daily P&L: $-35.75 | Bal: $7185.81
4:14:05 PM | info | Position closed: NVDA | P&L: $-109.89 | Daily P&L: $-145.64 | Bal: $7075.92
4:14:05 PM | info | Position closed: NVDA | P&L: $87.75 | Daily P&L: $-57.89 | Bal: $7163.67
4:14:05 PM | info | Position closed: NVDA | P&L: $72.85 | Daily P&L: $14.96 | Bal: $7236.52
4:14:05 PM | info | Position closed: NVDA | P&L: $82.78 | Daily P&L: $82.78 | Bal: $7319.31
4:14:05 PM | info | Position closed: NVDA | P&L: $75.25 | Daily P&L: $158.04 | Bal: $7394.56
4:14:05 PM | info | Position closed: NVDA | P&L: $95.41 | Daily P&L: $253.45 | Bal: $7489.97
4:14:05 PM | info | Position closed: NVDA | P&L: $78.53 | Daily P&L: $331.98 | Bal: $7568.50
4:14:05 PM | info | Position closed: NVDA | P&L: $22.75 | Daily P&L: $354.72 | Bal: $7591.25
4:14:05 PM | info | Position closed: NVDA | P&L: $86.78 | Daily P&L: $441.50 | Bal: $7678.02
4:14:05 PM | info | Position closed: NVDA | P&L: $79.13 | Daily P&L: $520.63 | Bal: $7757.15
4:14:05 PM | info | Position closed: NVDA | P&L: $15.97 | Daily P&L: $536.60 | Bal: $7773.12
4:14:05 PM | info | Position closed: NVDA | P&L: $-77.76 | Daily P&L: $-77.76 | Bal: $7695.36
4:14:05 PM | info | Position closed: NVDA | P&L: $93.09 | Daily P&L: $15.33 | Bal: $7788.45
4:14:05 PM | info | Position closed: NVDA | P&L: $-122.60 | Daily P&L: $-107.27 | Bal: $7665.85
4:14:05 PM | info | Position closed: NVDA | P&L: $87.74 | Daily P&L: $-19.53 | Bal: $7753.59
4:14:05 PM | info | Position closed: NVDA | P&L: $-82.78 | Daily P&L: $-102.31 | Bal: $7670.81
4:14:05 PM | info | Position closed: NVDA | P&L: $78.29 | Daily P&L: $-24.02 | Bal: $7749.11
4:14:05 PM | info | Position closed: NVDA | P&L: $101.07 | Daily P&L: $77.05 | Bal: $7850.18
4:14:05 PM | info | Position closed: NVDA | P&L: $-99.21 | Daily P&L: $-22.16 | Bal: $7750.97
4:14:05 PM | info | Position closed: NVDA | P&L: $38.52 | Daily P&L: $16.36 | Bal: $7789.49
4:14:05 PM | info | Position closed: NVDA | P&L: $-99.36 | Daily P&L: $-99.36 | Bal: $7690.13
4:14:05 PM | info | Position closed: NVDA | P&L: $61.48 | Daily P&L: $-37.88 | Bal: $7751.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.63 | Daily P&L: $-129.51 | Bal: $7659.97
4:14:05 PM | info | Position closed: NVDA | P&L: $92.84 | Daily P&L: $-36.67 | Bal: $7752.81
4:14:05 PM | info | Position closed: NVDA | P&L: $82.79 | Daily P&L: $46.12 | Bal: $7835.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-86.00 | Daily P&L: $-39.88 | Bal: $7749.61
4:14:05 PM | info | Position closed: NVDA | P&L: $24.38 | Daily P&L: $-15.50 | Bal: $7773.99
4:14:05 PM | info | Position closed: NVDA | P&L: $80.51 | Daily P&L: $80.51 | Bal: $7854.49
4:14:05 PM | info | Position closed: NVDA | P&L: $-128.70 | Daily P&L: $-48.19 | Bal: $7725.79
4:14:05 PM | info | Position closed: NVDA | P&L: $-118.27 | Daily P&L: $-166.46 | Bal: $7607.53
4:14:05 PM | info | Position closed: NVDA | P&L: $-102.72 | Daily P&L: $-269.18 | Bal: $7504.81
4:14:05 PM | info | Position closed: NVDA | P&L: $90.16 | Daily P&L: $-179.02 | Bal: $7594.97
4:14:05 PM | info | Position closed: NVDA | P&L: $-169.06 | Daily P&L: $-348.08 | Bal: $7425.91
4:14:05 PM | info | Position closed: NVDA | P&L: $77.36 | Daily P&L: $-270.71 | Bal: $7503.27
4:14:05 PM | info | Position closed: NVDA | P&L: $-85.86 | Daily P&L: $-356.57 | Bal: $7417.41
4:14:05 PM | info | Position closed: NVDA | P&L: $77.70 | Daily P&L: $-278.87 | Bal: $7495.11
4:14:05 PM | info | Position closed: NVDA | P&L: $-76.30 | Daily P&L: $-355.17 | Bal: $7418.81
4:14:05 PM | info | Position closed: NVDA | P&L: $82.29 | Daily P&L: $-272.88 | Bal: $7501.10
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.45 | Daily P&L: $-90.45 | Bal: $7410.66
4:14:05 PM | info | Position closed: NVDA | P&L: $-83.08 | Daily P&L: $-173.52 | Bal: $7327.58
